rule_id,graph,guideline,node,severity,effect_type,condition,actions,clinical_question,expected_answer,evidence_cited,clinician_agrees,clinician_notes
OB-TXA-WITHIN-3H-DELIVERY,acog_obstetric_hemorrhage,ACOG 2024 Postpartum Hemorrhage Guidelines,massive_transfusion_ob,HIGH,FORBIDDEN,"patient.presentation.get('hours_since_delivery', 0) > 3",give_tranexamic_acid,"Clinical scenario: patient.presentation.get('hours since delivery', 0) > 3
Context: TXA benefit in PPH is limited to within 3 hours of delivery (WOMAN trial). After 3h, the risk-benefit ratio is unfavorable.

Question: Is it safe to give tranexamic acid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","WOMAN Trial, Lancet 2017 - TXA benefit only within 3h of delivery",,
DKA-EUGLY-SGLT2-DEXTROSE,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,REQUIRED,'sglt2_inhibitor' in patient.medications,"add_dextrose_to_iv, stop_sglt2_inhibitor","Clinical scenario: patient is on sglt2 inhibitor
Context: SGLT2 inhibitor patients may present with euglycemic DKA. Dextrose required.
Question: Should the clinician add dextrose to IV fluids, stop SGLT2 inhibitor?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ADA 2024, Section 16.2; FDA Safety Communication 2015",,
DKA-EUGLY-SGLT2-DEXTROSE-FORBIDDEN,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,FORBIDDEN,'sglt2_inhibitor' in patient.medications,"continue_sglt2_inhibitor_in_dka, withhold_dextrose_in_euglycemic_dka","Clinical scenario: patient is on sglt2 inhibitor
Context: SGLT2 inhibitors must be stopped in DKA; euglycemic DKA requires dextrose to allow continued insulin without hypoglycemia.
Question: Is it safe to continue sglt2 inhibitor in dka, withhold dextrose in euglycemic dka?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ADA DKA Guidelines 2024; SGLT2i causes euglycemic DKA; withholding dextrose delays anion gap closure,,
DKA-EUGLY-NO-DISCHARGE-NORMAL-GLU,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,CRITICAL,FORBIDDEN,'sglt2_inhibitor' in patient.medications and patient.labs.glucose < 250,discharge_based_on_normal_glucose,"Clinical scenario: patient is on sglt2 inhibitor AND blood glucose < 250
Context: Euglycemic DKA from SGLT2 inhibitors can persist despite normal glucose.
Question: Is it safe to discharge based on normal glucose?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ADA 2024; Peters AL et al, J Clin Endocrinol Metab 2015",,
DKA-METFORMIN-STOP,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,REQUIRED,'metformin' in patient.medications,stop_metformin,"Clinical scenario: patient is on metformin
Context: Metformin must be stopped in DKA due to lactic acidosis risk.
Question: Should the clinician stop metformin?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ADA 2024; DeFronzo RA et al, Metformin-associated lactic acidosis",,
DKA-METFORMIN-STOP-FORBIDDEN,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,FORBIDDEN,'metformin' in patient.medications,"continue_metformin_in_dka, restart_metformin_before_dka_resolved","Clinical scenario: patient is on metformin
Context: Metformin in DKA compounds metabolic acidosis via lactic acid production; must not continue or restart before resolution.
Question: Is it safe to continue metformin in dka, restart metformin before dka resolved?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ADA DKA Guidelines 2024; FDA Label; metformin in metabolic acidosis causes fatal lactic acidosis,,
DKA-PREGNANCY-MONITORING,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,REQUIRED,'pregnancy' in patient.comorbidities,"continuous_fetal_monitoring, consult_obstetrics","Clinical scenario: patient has pregnancy
Context: Pregnant DKA patients require fetal monitoring and OB consultation.
Question: Should the clinician continuous fetal monitoring, consult obstetrics?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",ADA 2024; ACOG Practice Bulletin 2018,,
DKA-PREGNANCY-NO-TERATOGEN,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,CRITICAL,FORBIDDEN,'pregnancy' in str(patient.comorbidities),"give_ace_inhibitor, give_oral_hypoglycemic, give_statin, discharge_without_fetal_assessment","Clinical scenario: 'pregnancy' in str(patient.comorbidities)
Context: Pregnancy DKA: ACE/ARB, oral hypoglycemics, statins are teratogenic.
Question: Is it safe to give ace inhibitor, give oral hypoglycemic, give statin, discharge without fetal assessment?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ADA 2024; ACOG 2018,,
DKA-CKD-CAUTIOUS,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,FORBIDDEN,'ckd' in str(patient.comorbidities),"aggressive_fluid_bolus, give_nsaid, give_potassium_iv, give_potassium_replacement","Clinical scenario: 'ckd' in str(patient.comorbidities)
Context: CKD in DKA: cautious fluids, no NSAIDs, careful K+ management.
Question: Is it safe to aggressive fluid bolus, give nsaid, give IV potassium, give potassium replacement?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ADA 2024; KDIGO AKI 2012,,
DKA-ALCOHOLIC-KETOACIDOSIS,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,FORBIDDEN,'chronic_alcohol_use' in patient.comorbidities,"give_glucose_without_thiamine, give_insulin_for_normal_glucose","Clinical scenario: patient has chronic alcohol use
Context: Alcoholic ketoacidosis: give thiamine before glucose, don't give insulin if normoglycemic.
Question: Is it safe to give glucose without thiamine, give insulin for normal glucose?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ADA 2024; McGuire LC, Emerg Med Clin 2006",,
DKA-STEMI-OVERLAP,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,FORBIDDEN,'smoking_history' in patient.comorbidities and 'hyperlipidemia' in patient.comorbidities,"delay_cath_lab_for_dka_resolution, give_bicarbonate_without_indication","Clinical scenario: patient has smoking history AND patient has hyperlipidemia
Context: DKA+STEMI overlap: don't delay reperfusion for DKA resolution.
Question: Is it safe to delay cath lab for dka resolution, give bicarbonate without indication?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ADA 2024; AHA/ACC 2013,,
DKA-INSULIN-BEFORE-K-CHECK,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,CRITICAL,FORBIDDEN,True,start_insulin_before_k_check,"Clinical scenario: True
Context: Insulin must never be started before potassium is checked.
Question: Is it safe to start insulin before k check?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ADA 2024, Section 16.2",,
DKA-HYPOK-INSULIN-GATE,ada_dka_management,ADA Diabetic Ketoacidosis Management,potassium_replacement_first,CRITICAL,FORBIDDEN,patient.labs.potassium < 3.3,"start_insulin_infusion, give_insulin_bolus","Clinical scenario: serum potassium < 3.3
Context: Insulin drives potassium intracellularly. Starting insulin with K+ < 3.3 can cause life-threatening hypokalemia.
Question: Is it safe to start an insulin infusion, give an insulin bolus?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ADA 2024, Section 16.2",,
DKA-HYPERK-NO-K-REPLACE,ada_dka_management,ADA Diabetic Ketoacidosis Management,potassium_replacement_first,CRITICAL,FORBIDDEN,patient.labs.potassium > 5.5,"give_potassium_iv, give_potassium_replacement","Clinical scenario: serum potassium > 5.5
Context: In DKA with K+ > 5.5, additional potassium can cause fatal cardiac arrhythmias.
Question: Is it safe to give IV potassium, give potassium replacement?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ADA 2024, Section 16.2",,
DKA-HYPOK-INSULIN-GATE-UNIQUE-FORBIDDEN,ada_dka_management,ADA Diabetic Ketoacidosis Management,potassium_replacement_first,CRITICAL,FORBIDDEN,patient.labs.potassium < 3.3,"start_insulin_drip_without_potassium_correction, give_insulin_bolus_in_severe_hypokalemia","Clinical scenario: serum potassium < 3.3
Context: Starting insulin without correcting severe hypokalemia causes fatal cardiac arrhythmia from further K+ shift intracellularly.
Question: Is it safe to start insulin drip without potassium correction, give insulin bolus in severe hypokalemia?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ADA DKA 2024 Section 16.2; insulin drives K+ intracellularly; K+ < 3.3 requires correction BEFORE insulin initiation,,
DKA-PEDIATRIC-NO-RAPID-FLUID,ada_dka_management,ADA Diabetic Ketoacidosis Management,severe_dka_pathway,CRITICAL,FORBIDDEN,patient.age < 18,"give_rapid_fluid_bolus, give_bolus_over_20ml_kg_h","Clinical scenario: patient age < 18
Context: Rapid fluid correction in pediatric DKA risks cerebral edema.
Question: Is it safe to give a rapid fluid bolus, give bolus over 20ml kg h?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ISPAD 2022, Chapter 11; Glaser 2001 NEJM",,
DKA-PEDIATRIC-NO-BICARB,ada_dka_management,ADA Diabetic Ketoacidosis Management,severe_dka_pathway,HIGH,FORBIDDEN,patient.age < 18,give_bicarbonate,"Clinical scenario: patient age < 18
Context: Bicarbonate contraindicated in pediatric DKA.
Question: Is it safe to administer sodium bicarbonate?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ISPAD 2022, Chapter 11",,
DKA-PEDIATRIC-HYPOTONIC-FLUID,ada_dka_management,ADA Diabetic Ketoacidosis Management,severe_dka_pathway,CRITICAL,FORBIDDEN,patient.age < 18,give_hypotonic_fluid_early,"Clinical scenario: patient age < 18
Context: Hypotonic fluids in pediatric DKA increase cerebral edema risk.
Question: Is it safe to give hypotonic fluid early?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ISPAD 2022; Glaser NS, NEJM 2001",,
ACS-COCAINE-NO-BB,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,stemi_pathway,CRITICAL,FORBIDDEN,'cocaine_use' in patient.comorbidities or 'cocaine' in patient.history,"give_beta_blocker, give_metoprolol, give_atenolol, give_propranolol","Clinical scenario: patient has cocaine use OR 'cocaine' in patient.history
Context: Beta-blockers in cocaine-associated ACS cause unopposed alpha stimulation.
Question: Is it safe to give beta blocker, give metoprolol, give atenolol, give propranolol?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2014 NSTEMI Guidelines, Section 5.3.1",,
ACS-LATE-NO-FIBRINOLYTIC,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,stemi_pathway,HIGH,FORBIDDEN,patient.presentation.symptom_onset_hours > 12,"give_fibrinolytic, give_tenecteplase, give_alteplase","Clinical scenario: patient.presentation.symptom onset hours > 12
Context: Fibrinolytics after 12 hours provide no benefit and increase bleeding risk.
Question: Is it safe to give fibrinolytic, give tenecteplase, give alteplase?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ESC 2023 ACS Guidelines; FTT Collaborative, Lancet 1994",,
ACS-DISSECTION-NO-ANTICOAG,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,stemi_pathway,CRITICAL,FORBIDDEN,'aortic_dissection_suspected' in patient.comorbidities,"give_heparin, give_antiplatelet, give_aspirin, give_thrombolytic, give_anticoagulation","Clinical scenario: patient has aortic dissection suspected
Context: Anticoagulation in aortic dissection causes fatal hemorrhage.
Question: Is it safe to give heparin, give antiplatelet, give aspirin, give thrombolytic, give anticoagulation?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2022 Aortic Disease Guidelines, Section 7.2",,
ACS-RV-INFARCT-NO-NITRATE,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,stemi_pathway,CRITICAL,FORBIDDEN,'rv_infarct' in patient.comorbidities or 'inferior_stemi' in patient.ecg_findings,"give_nitroglycerin, give_nitrates, give_morphine","Clinical scenario: patient has rv infarct OR 'inferior stemi' in patient.ecg findings
Context: Nitrates/morphine in RV infarct cause preload-dependent cardiovascular collapse.
Question: Is it safe to administer nitroglycerin, administer nitrates, give morphine?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2013 STEMI Guidelines, Section 5.1",,
ACS-ACTIVE-BLEED-NO-ANTICOAG,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,stemi_pathway,CRITICAL,FORBIDDEN,'active_hemorrhage' in patient.contraindications or 'active_upper_gi_bleed' in patient.comorbidities or 'active_lower_gi_bleed' in patient.comorbidities,"give_thrombolysis, give_full_dose_heparin_with_active_bleed, give_dual_antiplatelet_without_gi_protection, delay_pci_for_endoscopy","Clinical scenario: 'active hemorrhage' in patient.contraindications OR patient has active upper gi bleed OR patient has active lower gi bleed
Context: Active hemorrhage is absolute contraindication to thrombolysis and full anticoagulation.
Question: Is it safe to give thrombolysis, give full dose heparin with active bleed, give dual antiplatelet without gi protection, delay pci for endoscopy?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2013 STEMI Guidelines, Section 4.4 Bleeding Risk",,
ACS-ICH-NO-ANTICOAG,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,stemi_pathway,CRITICAL,FORBIDDEN,'active_intracranial_hemorrhage' in patient.contraindications or 'hemorrhagic_stroke' in patient.comorbidities,"give_heparin_bolus, give_full_dose_anticoagulation, give_dual_antiplatelet, give_thrombolysis","Clinical scenario: 'active intracranial hemorrhage' in patient.contraindications OR patient has hemorrhagic stroke
Context: Active intracranial hemorrhage is absolute contraindication.
Question: Is it safe to give heparin bolus, give full dose anticoagulation, give dual antiplatelet, give thrombolysis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2013 STEMI Guidelines, Section 4.3 Absolute Contraindications",,
ACS-SILENT-MI-NO-DISCHARGE,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,stemi_pathway,HIGH,FORBIDDEN,'diabetic_neuropathy' in patient.comorbidities,discharge_with_vague_complaints,"Clinical scenario: patient has diabetic neuropathy
Context: Diabetic neuropathy masks MI symptoms. Never dismiss vague complaints.
Question: Is it safe to discharge with vague complaints?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2014; Zellweger MJ, Eur Heart J 2004",,
ACS-CKD-ENOXAPARIN-ADJUST,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,nste_acs_pathway,HIGH,FORBIDDEN,patient.labs.egfr < 30,"give_enoxaparin_full_dose, give_enoxaparin_1mg_kg_bid","Clinical scenario: eGFR < 30
Context: Full-dose enoxaparin in severe CKD causes hemorrhage.
Question: Is it safe to give enoxaparin full dose, give enoxaparin 1mg kg bid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2014; Spinler SA, Pharmacotherapy 2003",,
ACS-ASPIRIN-ALLERGY-NO-ASPIRIN,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,nste_acs_pathway,CRITICAL,FORBIDDEN,'aspirin' in patient.allergies,"give_aspirin, give_nsaid","Clinical scenario: patient is allergic to aspirin
Context: Aspirin allergy prohibits aspirin and NSAIDs.
Question: Is it safe to give aspirin, give nsaid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA/ACC 2014 NSTEMI Guidelines,,
ACS-TICAGRELOR-CABG-WASHOUT,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,nste_acs_pathway,HIGH,FORBIDDEN,'ticagrelor_recent' in patient.medications,proceed_to_cabg_within_5_days,"Clinical scenario: patient is on ticagrelor recent
Context: Ticagrelor requires 5-day washout before CABG.
Question: Is it safe to proceed to cabg within 5 days?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACC/AHA 2016 Dual Antiplatelet Therapy; PLATO Trial,,
