macro_name,file,value,category,recompute_phase,notes
\wEightCGAChecklist,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,45.6,B,Phase 3,verdict-dependent (cga)
\wEightAOFATooluse,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,19.1,B,Phase 3,verdict-dependent (fa)
\wEightFlipTooluse,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,84.1,B,Phase 3,verdict-dependent (weight)
\wEightACTooluse,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,62.9,B,Phase 3,verdict-dependent (weight)
\wEightMABTooluse,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,38.7,B,Phase 3,verdict-dependent (weight)
\wEightCGATooluse,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,56.4,B,Phase 3,verdict-dependent (cga)
\wEightAOFAMin,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,17.5,B,Phase 3,verdict-dependent (fa)
\wEightAOFAMax,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,19.4,B,Phase 3,verdict-dependent (fa)
\wEightAOFARange,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,1.9,B,Phase 3,verdict-dependent (fa)
\wEightN,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,8472,B,Phase 3,verdict-dependent (weight)
\wEightNPerScaffold,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,2118,B,Phase 3,verdict-dependent (scaffold)
\wEightFriedmanChi,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,1.0,B,Phase 3,verdict-dependent (hi)
\wEightFriedmanP,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,0.8013,B,Phase 3,verdict-dependent (weight)
\wEightKendallW,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,0.1111,B,Phase 3,verdict-dependent (weight)
\wEightCochranQ,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,6.108,B,Phase 3,verdict-dependent (cochran)
\wEightCochranP,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,0.106471,B,Phase 3,verdict-dependent (cochran)
\wEightCochranN,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,2118,B,Phase 3,verdict-dependent (cochran)
\xOneNTriplets,evidence_pack/ex_x1_context_swap/ex_x1_context_swap_macros.tex,200,B,Phase 3,default (unclassified)
\xOneNPairs,evidence_pack/ex_x1_context_swap/ex_x1_context_swap_macros.tex,98,B,Phase 3,default (unclassified)
\xOneNEpisodes,evidence_pack/ex_x1_context_swap/ex_x1_context_swap_macros.tex,1438,B,Phase 3,default (unclassified)
\xOneTccFlipRate,evidence_pack/ex_x1_context_swap/ex_x1_context_swap_macros.tex,0.973,B,Phase 3,verdict-dependent (tcc)
\xOneMorphFlipRate,evidence_pack/ex_x1_context_swap/ex_x1_context_swap_macros.tex,0.000,B,Phase 3,verdict-dependent (or)
\xOneGapMean,evidence_pack/ex_x1_context_swap/ex_x1_context_swap_macros.tex,+0.973,B,Phase 3,verdict-dependent (mean)
\xOneGapLo,evidence_pack/ex_x1_context_swap/ex_x1_context_swap_macros.tex,+0.965,B,Phase 3,verdict-dependent (lo)
\xOneGapHi,evidence_pack/ex_x1_context_swap/ex_x1_context_swap_macros.tex,+0.981,B,Phase 3,verdict-dependent (hi)
\xOneMcNemarStat,evidence_pack/ex_x1_context_swap/ex_x1_context_swap_macros.tex,1399.00,B,Phase 3,default (unclassified)
\xTwoNEpisodes,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,6393,B,Phase 3,default (unclassified)
\xTwoTccFlipRate,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.562,B,Phase 3,verdict-dependent (tcc)
\xTwoMorphFlipRate,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.147,B,Phase 3,verdict-dependent (or)
\xTwoGapMean,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,+0.416,B,Phase 3,verdict-dependent (mean)
\xTwoGapLo,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,+0.401,B,Phase 3,verdict-dependent (lo)
\xTwoGapHi,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,+0.430,B,Phase 3,verdict-dependent (hi)
\xTwoMcNemarStat,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,2133.47,B,Phase 3,default (unclassified)
\xTwoNEpisodesComm,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,331,B,Phase 3,default (unclassified)
\xTwoTccFlipRateComm,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.586,B,Phase 3,verdict-dependent (tcc)
\xTwoMorphFlipRateComm,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.178,B,Phase 3,verdict-dependent (or)
\xTwoNEpisodesTimi,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,5892,B,Phase 3,default (unclassified)
\xTwoTccFlipRateTimi,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.571,B,Phase 3,verdict-dependent (tcc)
\xTwoMorphFlipRateTimi,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.147,B,Phase 3,verdict-dependent (or)
\xTwoNEpisodesSequ,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,170,B,Phase 3,default (unclassified)
\xTwoTccFlipRateSequ,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.229,B,Phase 3,verdict-dependent (tcc)
\xTwoMorphFlipRateSequ,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.071,B,Phase 3,verdict-dependent (or)
\xTwoNEpisodesSingle,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,3473,B,Phase 3,default (unclassified)
\xTwoTccFlipRateSingle,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,1.000,B,Phase 3,verdict-dependent (tcc)
\xTwoMorphFlipRateSingle,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.172,B,Phase 3,verdict-dependent (or)
\xTwoGapMeanSingle,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,+0.828,B,Phase 3,verdict-dependent (mean)
\xTwoNEpisodesMulti,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,2920,B,Phase 3,default (unclassified)
\xTwoTccFlipRateMulti,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.042,B,Phase 3,verdict-dependent (tcc)
\xTwoMorphFlipRateMulti,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.116,B,Phase 3,verdict-dependent (or)
\xTwoGapMeanMulti,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,-0.074,B,Phase 3,verdict-dependent (mean)
\xTwoPlaceboNEpisodes,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,7175,B,Phase 3,default (unclassified)
\xTwoPlaceboTccFlipRate,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.000,B,Phase 3,verdict-dependent (tcc)
\xTwoPlaceboMorphFlipRate,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,0.065,B,Phase 3,verdict-dependent (or)
\xTwoPlaceboGapMean,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,-0.065,B,Phase 3,verdict-dependent (mean)
\xTwoTreatmentMinusPlaceboTcc,evidence_pack/ex_x2_causal_intervention/ex_x2_macros.tex,+0.562,B,Phase 3,verdict-dependent (tcc)
\xNineNCellsTotal,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,12,B,Phase 3,default (unclassified)
\xNineNCellsNonDegen,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,10,B,Phase 3,default (unclassified)
\xNineNCellsGapNegative,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,9,B,Phase 3,verdict-dependent (gap)
\xNineNCellsGapPositive,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,1,B,Phase 3,verdict-dependent (gap)
\xNineMeanGap,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.390,B,Phase 3,verdict-dependent (mean)
\xNineMeanGapLo,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.483,B,Phase 3,verdict-dependent (mean)
\xNineMeanGapHi,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.284,B,Phase 3,verdict-dependent (hi)
\xNineNEpisodes,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,14946,B,Phase 3,default (unclassified)
\xNineCriterionMet,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,true,B,Phase 3,default (unclassified)
\xNineGapOssOneTwoZerobReact,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.411,B,Phase 3,verdict-dependent (gap)
\xNineGapOssOneTwoZerobDirect,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.482,B,Phase 3,verdict-dependent (gap)
\xNineGapOssOneTwoZerobChecklist,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.514,B,Phase 3,verdict-dependent (gap)
\xNineGapOssOneTwoZerobTooluse,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.393,B,Phase 3,verdict-dependent (gap)
\xNineGapQwenThreeFivebReact,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,+0.011,B,Phase 3,verdict-dependent (gap)
\xNineGapQwenThreeFivebDirect,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.493,B,Phase 3,verdict-dependent (gap)
\xNineGapQwenThreeFivebChecklist,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.518,B,Phase 3,verdict-dependent (gap)
\xNineGapQwenThreeFivebTooluse,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,+0.842,B,Phase 3,verdict-dependent (gap)
\xNineGapGemmaThreeOnebReact,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,+0.398,B,Phase 3,verdict-dependent (gemma)
\xNineGapGemmaThreeOnebDirect,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.293,B,Phase 3,verdict-dependent (gemma)
\xNineGapGemmaThreeOnebChecklist,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.234,B,Phase 3,verdict-dependent (gemma)
\xNineGapGemmaThreeOnebTooluse,evidence_pack/ex_x9_grid/ex_x9_grid_macros.tex,-0.570,B,Phase 3,verdict-dependent (gemma)
\heldoutNModels,evidence_pack/heldout_v1/heldout_macros.tex,6,B,Phase 4,verdict-dependent (model)
\heldoutNEpisodes,evidence_pack/heldout_v1/heldout_macros.tex,972,B,Phase 4,verdict-dependent (heldout)
\heldoutNCoreEpisodes,evidence_pack/heldout_v1/heldout_macros.tex,14826,B,Phase 4,verdict-dependent (heldout)
\heldoutMedianAbsDelta,evidence_pack/heldout_v1/heldout_macros.tex,0.495,B,Phase 4,verdict-dependent (delta)
\heldoutMeanAbsDelta,evidence_pack/heldout_v1/heldout_macros.tex,0.492,B,Phase 4,verdict-dependent (delta)
\heldoutHOnePass,evidence_pack/heldout_v1/heldout_macros.tex,No,B,Phase 2,verdict-dependent (heldout)
\heldoutRankingRho,evidence_pack/heldout_v1/heldout_macros.tex,0.395,B,Phase 4,verdict-dependent (heldout)
\heldoutRankingP,evidence_pack/heldout_v1/heldout_macros.tex,0.4387,B,Phase 4,verdict-dependent (heldout)
\heldoutChiSq,evidence_pack/heldout_v1/heldout_macros.tex,2399.45,B,Phase 4,verdict-dependent (hi)
\heldoutChiSqDof,evidence_pack/heldout_v1/heldout_macros.tex,4,B,Phase 4,verdict-dependent (hi)
\heldoutChiSqP,evidence_pack/heldout_v1/heldout_macros.tex,0.0000,B,Phase 4,verdict-dependent (hi)
\heldoutWilcoxonACProxyP,evidence_pack/heldout_v1/heldout_macros.tex,0.1250,B,Phase 4,verdict-dependent (wilcoxon)
\heldoutWilcoxonMABProxyP,evidence_pack/heldout_v1/heldout_macros.tex,1.0000,B,Phase 4,verdict-dependent (wilcoxon)
\heldoutWilcoxonCGABenchP,evidence_pack/heldout_v1/heldout_macros.tex,0.1250,B,Phase 4,verdict-dependent (cga)
\normMultiNModels,evidence_pack/normalizer_ablation/multimodel_macros.tex,7,B,Phase 3,verdict-dependent (model)
\normMultiNEpisodes,evidence_pack/normalizer_ablation/multimodel_macros.tex,14826,B,Phase 3,verdict-dependent (or)
\normMultiMeanDeltaCovPP,evidence_pack/normalizer_ablation/multimodel_macros.tex,+3.9,B,Phase 3,verdict-dependent (delta)
\normMultiMeanDeltaCompPP,evidence_pack/normalizer_ablation/multimodel_macros.tex,+3.7,B,Phase 3,verdict-dependent (delta)
\normMultiMaxDeltaCompPP,evidence_pack/normalizer_ablation/multimodel_macros.tex,+4.1,B,Phase 3,verdict-dependent (delta)
\normMultiMinDeltaCompPP,evidence_pack/normalizer_ablation/multimodel_macros.tex,+3.2,B,Phase 3,verdict-dependent (delta)
\normMultiRankingRho,evidence_pack/normalizer_ablation/multimodel_macros.tex,1.000,B,Phase 3,verdict-dependent (or)
\normMultiHypothesis,evidence_pack/normalizer_ablation/multimodel_macros.tex,H1,B,Phase 3,verdict-dependent (or)
\normAblationCurrentN,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,2118,B,Phase 3,verdict-dependent (ablation)
\normAblationCurrentCoverage,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,0.737,B,Phase 3,verdict-dependent (ablation)
\normAblationCurrentCompliance,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,0.729,B,Phase 3,verdict-dependent (ablation)
\normAblationStrictN,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,2118,B,Phase 3,verdict-dependent (ablation)
\normAblationStrictCoverage,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,0.695,B,Phase 3,verdict-dependent (ablation)
\normAblationStrictCompliance,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,0.691,B,Phase 3,verdict-dependent (ablation)
\normAblationPatternonlyN,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,2118,B,Phase 3,verdict-dependent (ablation)
\normAblationPatternonlyCoverage,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,0.696,B,Phase 3,verdict-dependent (ablation)
\normAblationPatternonlyCompliance,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,0.692,B,Phase 3,verdict-dependent (ablation)
\normAblationDirectonlyN,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,2118,B,Phase 3,verdict-dependent (ablation)
\normAblationDirectonlyCoverage,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,0.738,B,Phase 3,verdict-dependent (ablation)
\normAblationDirectonlyCompliance,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,0.730,B,Phase 3,verdict-dependent (ablation)
\normAblationDeltaCovPP,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,+4.1,B,Phase 3,verdict-dependent (ablation)
\normAblationDeltaCompPP,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,+3.8,B,Phase 3,verdict-dependent (ablation)
\normAblationHypothesis,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,H1,B,Phase 3,verdict-dependent (ablation)
\normAblationGainedEpisodes,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,602,B,Phase 3,verdict-dependent (ablation)
\normAblationGainedMatches,evidence_pack/normalizer_ablation/normalizer_ablation_macros.tex,873,B,Phase 3,verdict-dependent (ablation)
\bayesErrTerm,evidence_pack/theorem_v2/bayes_error_macros.tex,0.436,B,Phase 3,verdict-dependent (term)
\bayesErrAset,evidence_pack/theorem_v2/bayes_error_macros.tex,0.024,B,Phase 3,verdict-dependent (bayes)
\bayesErrNord,evidence_pack/theorem_v2/bayes_error_macros.tex,0.003,B,Phase 3,verdict-dependent (bayes)
\bayesErrNctx,evidence_pack/theorem_v2/bayes_error_macros.tex,0.003,B,Phase 3,verdict-dependent (bayes)
\bayesErrMixedFracTerm,evidence_pack/theorem_v2/bayes_error_macros.tex,100.0\%,B,Phase 3,verdict-dependent (term)
\bayesErrMixedFracAset,evidence_pack/theorem_v2/bayes_error_macros.tex,9.8\%,B,Phase 3,verdict-dependent (bayes)
\bayesErrMixedFracNord,evidence_pack/theorem_v2/bayes_error_macros.tex,1.0\%,B,Phase 3,verdict-dependent (bayes)
\bayesErrMixedFracNctx,evidence_pack/theorem_v2/bayes_error_macros.tex,1.0\%,B,Phase 3,verdict-dependent (bayes)
\bayesErrNEpisodes,evidence_pack/theorem_v2/bayes_error_macros.tex,"14{,",B,Phase 3,verdict-dependent (bayes)
\bayesErrTermCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.428,\,0.444]",B,Phase 3,verdict-dependent (term)
\bayesErrAsetCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.019,\,0.024]",B,Phase 3,verdict-dependent (ci)
\bayesErrNordCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.002,\,0.003]",B,Phase 3,verdict-dependent (ci)
\bayesErrNctxCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.002,\,0.003]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordTermOmit,evidence_pack/theorem_v2/bayes_error_macros.tex,0.299,B,Phase 3,verdict-dependent (term)
\bayesErrCoordTermOmitCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.292,\,0.306]",B,Phase 3,verdict-dependent (term)
\bayesErrCoordTermCommit,evidence_pack/theorem_v2/bayes_error_macros.tex,0.095,B,Phase 3,verdict-dependent (term)
\bayesErrCoordTermCommitCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.091,\,0.099]",B,Phase 3,verdict-dependent (term)
\bayesErrCoordTermTime,evidence_pack/theorem_v2/bayes_error_macros.tex,0.429,B,Phase 3,verdict-dependent (term)
\bayesErrCoordTermTimeCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.420,\,0.436]",B,Phase 3,verdict-dependent (term)
\bayesErrCoordTermSeq,evidence_pack/theorem_v2/bayes_error_macros.tex,0.018,B,Phase 3,verdict-dependent (term)
\bayesErrCoordTermSeqCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.017,\,0.021]",B,Phase 3,verdict-dependent (term)
\bayesErrCoordTermDev,evidence_pack/theorem_v2/bayes_error_macros.tex,0.121,B,Phase 3,verdict-dependent (term)
\bayesErrCoordTermDevCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.116,\,0.127]",B,Phase 3,verdict-dependent (term)
\bayesErrCoordAsetOmit,evidence_pack/theorem_v2/bayes_error_macros.tex,0.109,B,Phase 3,verdict-dependent (tom)
\bayesErrCoordAsetOmitCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.095,\,0.104]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordAsetCommit,evidence_pack/theorem_v2/bayes_error_macros.tex,0.018,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordAsetCommitCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.014,\,0.018]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordAsetTime,evidence_pack/theorem_v2/bayes_error_macros.tex,0.018,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordAsetTimeCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.014,\,0.018]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordAsetSeq,evidence_pack/theorem_v2/bayes_error_macros.tex,0.002,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordAsetSeqCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.001,\,0.002]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordAsetDev,evidence_pack/theorem_v2/bayes_error_macros.tex,0.020,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordAsetDevCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.017,\,0.021]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordNordOmit,evidence_pack/theorem_v2/bayes_error_macros.tex,0.031,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordNordOmitCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.024,\,0.029]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordNordCommit,evidence_pack/theorem_v2/bayes_error_macros.tex,0.006,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordNordCommitCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.004,\,0.006]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordNordTime,evidence_pack/theorem_v2/bayes_error_macros.tex,0.000,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordNordTimeCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.000,\,0.000]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordNordSeq,evidence_pack/theorem_v2/bayes_error_macros.tex,0.000,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordNordSeqCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.000,\,0.000]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordNordDev,evidence_pack/theorem_v2/bayes_error_macros.tex,0.005,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordNordDevCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.003,\,0.005]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordNctxOmit,evidence_pack/theorem_v2/bayes_error_macros.tex,0.028,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordNctxOmitCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.021,\,0.025]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordNctxCommit,evidence_pack/theorem_v2/bayes_error_macros.tex,0.005,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordNctxCommitCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.003,\,0.005]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordNctxTime,evidence_pack/theorem_v2/bayes_error_macros.tex,0.000,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordNctxTimeCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.000,\,0.000]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordNctxSeq,evidence_pack/theorem_v2/bayes_error_macros.tex,0.000,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordNctxSeqCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.000,\,0.000]",B,Phase 3,verdict-dependent (ci)
\bayesErrCoordNctxDev,evidence_pack/theorem_v2/bayes_error_macros.tex,0.004,B,Phase 3,verdict-dependent (bayes)
\bayesErrCoordNctxDevCI,evidence_pack/theorem_v2/bayes_error_macros.tex,"[0.002,\,0.004]",B,Phase 3,verdict-dependent (ci)
\bayesErrTermOmission,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordTermOmit,B,Phase 3,verdict-dependent (term)
\bayesErrTermCommission,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordTermCommit,B,Phase 3,verdict-dependent (term)
\bayesErrTermTiming,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordTermTime,B,Phase 3,verdict-dependent (term)
\bayesErrTermSequence,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordTermSeq,B,Phase 3,verdict-dependent (term)
\bayesErrTermDeviation,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordTermDev,B,Phase 3,verdict-dependent (term)
\bayesErrAsetOmission,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordAsetOmit,B,Phase 3,verdict-dependent (tom)
\bayesErrAsetCommission,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordAsetCommit,B,Phase 3,verdict-dependent (bayes)
\bayesErrAsetTiming,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordAsetTime,B,Phase 3,verdict-dependent (bayes)
\bayesErrAsetSequence,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordAsetSeq,B,Phase 3,verdict-dependent (bayes)
\bayesErrAsetDeviation,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordAsetDev,B,Phase 3,verdict-dependent (bayes)
\bayesErrNordOmission,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordNordOmit,B,Phase 3,verdict-dependent (bayes)
\bayesErrNordCommission,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordNordCommit,B,Phase 3,verdict-dependent (bayes)
\bayesErrNordTiming,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordNordTime,B,Phase 3,verdict-dependent (bayes)
\bayesErrNordSequence,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordNordSeq,B,Phase 3,verdict-dependent (bayes)
\bayesErrNordDeviation,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordNordDev,B,Phase 3,verdict-dependent (bayes)
\bayesErrNctxOmission,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordNctxOmit,B,Phase 3,verdict-dependent (bayes)
\bayesErrNctxCommission,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordNctxCommit,B,Phase 3,verdict-dependent (bayes)
\bayesErrNctxTiming,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordNctxTime,B,Phase 3,verdict-dependent (bayes)
\bayesErrNctxSequence,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordNctxSeq,B,Phase 3,verdict-dependent (bayes)
\bayesErrNctxDeviation,evidence_pack/theorem_v2/bayes_error_macros.tex,\bayesErrCoordNctxDev,B,Phase 3,verdict-dependent (bayes)
\bayesErrFindingAsetOmissionRatio,evidence_pack/theorem_v2/bayes_error_macros.tex,54.5,B,Phase 3,verdict-dependent (tom)
\tierSNCpgs,evidence_pack/tier_s/tier_s_macros.tex,17,B,Phase 3,verdict-dependent (tier)
\tierSNScenarios,evidence_pack/tier_s/tier_s_macros.tex,535,B,Phase 3,verdict-dependent (ari)
\tierSNEpisodes,evidence_pack/tier_s/tier_s_macros.tex,11235,B,Phase 3,verdict-dependent (tier)
\tierSStrictFA,evidence_pack/tier_s/tier_s_macros.tex,10.1,B,Phase 3,verdict-dependent (fa)
\tierSFlipRate,evidence_pack/tier_s/tier_s_macros.tex,83.2,B,Phase 3,verdict-dependent (flip)
\tierSEtaTwo,evidence_pack/tier_s/tier_s_macros.tex,0.0809,B,Phase 3,verdict-dependent (eta)
\tierSEtaRun,evidence_pack/tier_s/tier_s_macros.tex,0.0613,B,Phase 3,verdict-dependent (eta)
\tierSRatio,evidence_pack/tier_s/tier_s_macros.tex,1.3,B,Phase 3,verdict-dependent (tier)
\tierSPctHard,evidence_pack/tier_s/tier_s_macros.tex,47.9,B,Phase 3,verdict-dependent (pct)
\tierSPassAC,evidence_pack/tier_s/tier_s_macros.tex,73.5,B,Phase 2,verdict-dependent (pass)
\tierSFAAC,evidence_pack/tier_s/tier_s_macros.tex,39.8,B,Phase 3,verdict-dependent (fa)
\tierSBsrAC,evidence_pack/tier_s/tier_s_macros.tex,0.5811,B,Phase 2,verdict-dependent (bsr)
\tierSPassMAB,evidence_pack/tier_s/tier_s_macros.tex,56.0,B,Phase 2,verdict-dependent (pass)
\tierSFAMAB,evidence_pack/tier_s/tier_s_macros.tex,32.9,B,Phase 3,verdict-dependent (fa)
\tierSBsrMAB,evidence_pack/tier_s/tier_s_macros.tex,0.6186,B,Phase 2,verdict-dependent (bsr)
